,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
250171,125304,Ricardo David Vargas Jacobo,M,18.0,180.0,79.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",
250247,125342,Kalle Petteri Varonen,M,22.0,191.0,81.5,Finland,FIN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Freestyle,
250248,125342,Kalle Petteri Varonen,M,22.0,191.0,81.5,Finland,FIN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
250306,125366,Andrs Vasconcellos Mathieu,M,22.0,,,Ecuador,ECU,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
250307,125366,Andrs Vasconcellos Mathieu,M,22.0,,,Ecuador,ECU,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Butterfly,
250386,125414,Yulyan Vasilev,M,18.0,188.0,84.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Freestyle,
250387,125414,Yulyan Vasilev,M,18.0,188.0,84.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Butterfly,
250388,125414,Yulyan Vasilev,M,18.0,188.0,84.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
250419,125428,Elvira Adolfovna Vasilkova (-Buchenkova),F,18.0,172.0,62.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Breaststroke,Silver
250420,125428,Elvira Adolfovna Vasilkova (-Buchenkova),F,18.0,172.0,62.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
250423,125429,Dionysios Vasilopoulos,M,,,,Greece,GRE,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 100 metres Freestyle,
250424,125429,Dionysios Vasilopoulos,M,,,,Greece,GRE,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 400 metres Freestyle,
250425,125429,Dionysios Vasilopoulos,M,,,,Greece,GRE,1924 Summer,1924,Summer,Paris,Swimming,"Swimming Men's 1,500 metres Freestyle",
250456,125445,Pyotr Vasilyev,M,19.0,177.0,76.0,Uzbekistan,UZB,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
250457,125445,Pyotr Vasilyev,M,23.0,177.0,76.0,Uzbekistan,UZB,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Freestyle,
250461,125447,Vitaly Vasilyev,M,23.0,191.0,83.0,Kyrgyzstan,KGZ,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 50 metres Freestyle,
250462,125447,Vitaly Vasilyev,M,23.0,191.0,83.0,Kyrgyzstan,KGZ,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
250463,125447,Vitaly Vasilyev,M,23.0,191.0,83.0,Kyrgyzstan,KGZ,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
250464,125447,Vitaly Vasilyev,M,35.0,191.0,83.0,Kyrgyzstan,KGZ,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 50 metres Freestyle,
250515,125478,Pamela Vsquez,F,19.0,,,Honduras,HON,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Freestyle,
250525,125485,"Jesus David ""Jesse"" Vassallo Anadn",M,22.0,175.0,75.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Backstroke,
250526,125485,"Jesus David ""Jesse"" Vassallo Anadn",M,22.0,175.0,75.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Individual Medley,
250527,125486,Salvador Vassallo,M,20.0,,,Puerto Rico,PUR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Freestyle,
250528,125486,Salvador Vassallo,M,20.0,,,Puerto Rico,PUR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Freestyle,
250529,125486,Salvador Vassallo,M,20.0,,,Puerto Rico,PUR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Individual Medley,
250530,125487,Giacomo Vassanelli,M,21.0,191.0,78.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
250538,125492,Paul Henri Vasseur,M,21.0,,,France,FRA,1906 Summer,1906,Summer,Athina,Swimming,Swimming Men's One Mile Freestyle,
250541,125492,Paul Henri Vasseur,M,35.0,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 400 metres Freestyle,
250542,125492,Paul Henri Vasseur,M,35.0,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
250596,125513,"Susanne ""Susy"" Vaterlaus",F,19.0,,,Switzerland,SUI,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 100 metres Freestyle,
250690,125561,Lus Rui da Trinidade Vaz Jorge,M,16.0,180.0,87.0,Portugal,POR,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 200 metres Butterfly,
250691,125561,Lus Rui da Trinidade Vaz Jorge,M,16.0,180.0,87.0,Portugal,POR,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
250695,125563,Andreas Vazaios,M,18.0,190.0,85.0,Greece,GRE,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Individual Medley,
250696,125563,Andreas Vazaios,M,22.0,190.0,85.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,
250697,125563,Andreas Vazaios,M,22.0,190.0,85.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
250753,125589,Vania Vzquez,F,15.0,165.0,53.0,Venezuela,VEN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Freestyle,
250754,125589,Vania Vzquez,F,15.0,165.0,53.0,Venezuela,VEN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
250755,125589,Vania Vzquez,F,15.0,165.0,53.0,Venezuela,VEN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
250761,125593,Veronica Vdovicenco,F,22.0,170.0,61.0,Moldova,MDA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,
250776,125603,"Daniel Hayward ""Dan"" Veatch",M,23.0,185.0,77.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Backstroke,
250831,125633,Mark Hermanus Maria Veens,M,18.0,189.0,90.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
250832,125633,Mark Hermanus Maria Veens,M,22.0,189.0,90.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
250833,125633,Mark Hermanus Maria Veens,M,22.0,189.0,90.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
250834,125633,Mark Hermanus Maria Veens,M,26.0,189.0,90.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
250878,125652,Lus Emigdio Vega Torres,M,17.0,179.0,69.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,
250899,125665,Jos A. Vegazzi,M,,,,Argentina,ARG,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 100 metres Backstroke,
250915,125679,Marco Veilleux,M,21.0,168.0,65.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Breaststroke,
250963,125701,Ernesto Vela,M,15.0,185.0,80.0,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Backstroke,
250964,125701,Ernesto Vela,M,15.0,185.0,80.0,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Backstroke,
250965,125701,Ernesto Vela,M,15.0,185.0,80.0,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
250966,125701,Ernesto Vela,M,19.0,185.0,80.0,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 100 metres Backstroke,
250967,125701,Ernesto Vela,M,19.0,185.0,80.0,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Backstroke,
250968,125701,Ernesto Vela,M,19.0,185.0,80.0,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
250999,125720,Claudia Silvana Velsquez Ponzoni,F,16.0,,,Peru,PER,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Breaststroke,
251000,125720,Claudia Silvana Velsquez Ponzoni,F,16.0,,,Peru,PER,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Breaststroke,
251045,125745,"Magdalena Johanna Maria ""Marleen"" Veldhuis",F,25.0,182.0,67.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 50 metres Freestyle,
251046,125745,"Magdalena Johanna Maria ""Marleen"" Veldhuis",F,25.0,182.0,67.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Freestyle,
251047,125745,"Magdalena Johanna Maria ""Marleen"" Veldhuis",F,25.0,182.0,67.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
251048,125745,"Magdalena Johanna Maria ""Marleen"" Veldhuis",F,25.0,182.0,67.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
251049,125745,"Magdalena Johanna Maria ""Marleen"" Veldhuis",F,25.0,182.0,67.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
251050,125745,"Magdalena Johanna Maria ""Marleen"" Veldhuis",F,29.0,182.0,67.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,
251051,125745,"Magdalena Johanna Maria ""Marleen"" Veldhuis",F,29.0,182.0,67.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Freestyle,
251052,125745,"Magdalena Johanna Maria ""Marleen"" Veldhuis",F,29.0,182.0,67.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
251053,125745,"Magdalena Johanna Maria ""Marleen"" Veldhuis",F,33.0,182.0,67.0,Netherlands,NED,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,Bronze
251054,125745,"Magdalena Johanna Maria ""Marleen"" Veldhuis",F,33.0,182.0,67.0,Netherlands,NED,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
251102,125758,Daniel Velez,M,24.0,186.0,77.0,Puerto Rico,PUR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Breaststroke,
251229,125812,Maria Regina Gonalves Lopes de Freitas Veloso,F,21.0,163.0,60.0,Portugal,POR,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 200 metres Breaststroke,
251232,125815,Juan Jos Veloz Dvila,M,17.0,185.0,80.0,Mexico,MEX,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Butterfly,
251233,125815,Juan Jos Veloz Dvila,M,17.0,185.0,80.0,Mexico,MEX,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 400 metres Individual Medley,
251234,125815,Juan Jos Veloz Dvila,M,21.0,185.0,80.0,Mexico,MEX,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Butterfly,
251235,125815,Juan Jos Veloz Dvila,M,25.0,185.0,80.0,Mexico,MEX,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Butterfly,
251236,125815,Juan Jos Veloz Dvila,M,25.0,185.0,80.0,Mexico,MEX,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Butterfly,
251260,125830,Scylla Venncio,F,19.0,,,Brazil,BRA,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 100 metres Freestyle,
251261,125830,Scylla Venncio,F,19.0,,,Brazil,BRA,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 400 metres Freestyle,
251262,125831,Tiago Andr Ferro Venncio,M,17.0,192.0,81.0,Portugal,POR,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,
251263,125831,Tiago Andr Ferro Venncio,M,21.0,192.0,81.0,Portugal,POR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Freestyle,
251264,125831,Tiago Andr Ferro Venncio,M,21.0,192.0,81.0,Portugal,POR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Freestyle,
251265,125831,Tiago Andr Ferro Venncio,M,25.0,192.0,81.0,Portugal,POR,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Freestyle,
251286,125841,Erik K. Vendt,M,19.0,180.0,75.0,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,"Swimming Men's 1,500 metres Freestyle",
251287,125841,Erik K. Vendt,M,19.0,180.0,75.0,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 400 metres Individual Medley,Silver
251288,125841,Erik K. Vendt,M,23.0,180.0,75.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,"Swimming Men's 1,500 metres Freestyle",
251289,125841,Erik K. Vendt,M,23.0,180.0,75.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 400 metres Individual Medley,Silver
251290,125841,Erik K. Vendt,M,27.0,180.0,75.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
251342,125871,Jan Albert Venter,M,20.0,180.0,65.0,South Africa,RSA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
251347,125874,Carlos Ventosa Delmas,M,21.0,,,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Backstroke,
251348,125874,Carlos Ventosa Delmas,M,21.0,,,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
251365,125886,Atilije Venturini,M,15.0,,,Yugoslavia,YUG,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 400 metres Freestyle,
251366,125886,Atilije Venturini,M,15.0,,,Yugoslavia,YUG,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
251394,125903,Gerardo Vera,M,17.0,186.0,76.0,Venezuela,VEN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 200 metres Freestyle,
251395,125903,Gerardo Vera,M,17.0,186.0,76.0,Venezuela,VEN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 400 metres Freestyle,
251396,125903,Gerardo Vera,M,17.0,186.0,76.0,Venezuela,VEN,1972 Summer,1972,Summer,Munich,Swimming,"Swimming Men's 1,500 metres Freestyle",
251438,125919,Carine Verbauwen,F,14.0,166.0,57.0,Belgium,BEL,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 400 metres Freestyle,
251439,125919,Carine Verbauwen,F,14.0,166.0,57.0,Belgium,BEL,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 800 metres Freestyle,
251440,125919,Carine Verbauwen,F,14.0,166.0,57.0,Belgium,BEL,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
251441,125919,Carine Verbauwen,F,14.0,166.0,57.0,Belgium,BEL,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
251442,125919,Carine Verbauwen,F,18.0,166.0,57.0,Belgium,BEL,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Freestyle,
251443,125919,Carine Verbauwen,F,18.0,166.0,57.0,Belgium,BEL,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Backstroke,
251444,125919,Carine Verbauwen,F,18.0,166.0,57.0,Belgium,BEL,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Backstroke,
251445,125919,Carine Verbauwen,F,18.0,166.0,57.0,Belgium,BEL,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
251446,125920,Herman Verbauwen,M,16.0,180.0,70.0,Belgium,BEL,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 100 metres Backstroke,
251447,125920,Herman Verbauwen,M,20.0,180.0,70.0,Belgium,BEL,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 200 metres Backstroke,
251448,125920,Herman Verbauwen,M,24.0,180.0,70.0,Belgium,BEL,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Freestyle,
251449,125920,Herman Verbauwen,M,24.0,180.0,70.0,Belgium,BEL,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Backstroke,
251450,125921,Pascale Verbauwen,F,17.0,169.0,62.0,Belgium,BEL,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Freestyle,
251451,125921,Pascale Verbauwen,F,17.0,169.0,62.0,Belgium,BEL,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 400 metres Freestyle,
251452,125921,Pascale Verbauwen,F,17.0,169.0,62.0,Belgium,BEL,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 800 metres Freestyle,
251453,125921,Pascale Verbauwen,F,17.0,169.0,62.0,Belgium,BEL,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
251455,125922,Jules Louis Verbecke (Gaillard-),M,20.0,,,France,FRA,1900 Summer,1900,Summer,Paris,Swimming,"Swimming Men's 1,000 metres Freestyle",
251456,125922,Jules Louis Verbecke (Gaillard-),M,20.0,,,France,FRA,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Obstacle Course,
251457,125922,Jules Louis Verbecke (Gaillard-),M,20.0,,,Tritons Lillois-2,FRA,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Team Swimming,Silver
251459,125924,Marc Verbeeck,M,23.0,190.0,84.0,Belgium,BEL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 50 metres Freestyle,
251460,125924,Marc Verbeeck,M,23.0,190.0,84.0,Belgium,BEL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Freestyle,
251461,125924,Marc Verbeeck,M,23.0,190.0,84.0,Belgium,BEL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
251501,125948,Sybille Verckist,F,17.0,,,Belgium,BEL,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 100 metres Freestyle,
251502,125948,Sybille Verckist,F,17.0,,,Belgium,BEL,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 400 metres Freestyle,
251503,125948,Sybille Verckist,F,17.0,,,Belgium,BEL,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
251523,125962,"Joseph Thomas ""Joe"" Verdeur",M,22.0,,,United States,USA,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 200 metres Breaststroke,Gold
251531,125965,Christophe Verdino,M,19.0,,,Monaco,MON,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Breaststroke,
251532,125965,Christophe Verdino,M,19.0,,,Monaco,MON,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Breaststroke,
251533,125965,Christophe Verdino,M,19.0,,,Monaco,MON,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Individual Medley,
251534,125965,Christophe Verdino,M,23.0,,,Monaco,MON,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Breaststroke,
251535,125965,Christophe Verdino,M,23.0,,,Monaco,MON,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Breaststroke,
251564,125984,Dmytro Yuriyovych Vereitynov,M,21.0,197.0,82.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Freestyle,
251565,125984,Dmytro Yuriyovych Vereitynov,M,21.0,197.0,82.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
251576,125991,Oksana Aleksandrovna Verevka,F,22.0,169.0,60.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Individual Medley,
251577,125991,Oksana Aleksandrovna Verevka,F,22.0,169.0,60.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 400 metres Individual Medley,
251578,125991,Oksana Aleksandrovna Verevka,F,22.0,169.0,60.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
251579,125991,Oksana Aleksandrovna Verevka,F,26.0,169.0,60.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Individual Medley,
251580,125991,Oksana Aleksandrovna Verevka,F,26.0,169.0,60.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
251602,126003,Raymonde Elisa Florentina Vergauwen,F,24.0,,,Belgium,BEL,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 200 metres Breaststroke,
251697,126056,Joeri Jordi Verlinden,M,24.0,181.0,75.0,Netherlands,NED,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Butterfly,
251698,126056,Joeri Jordi Verlinden,M,24.0,181.0,75.0,Netherlands,NED,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
251699,126056,Joeri Jordi Verlinden,M,28.0,181.0,75.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,
251705,126060,Marianne Vermaat (-van Leeuwen),F,17.0,167.0,63.0,Netherlands,NED,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Backstroke,
251707,126062,Janne Johannes Vermashein,M,22.0,182.0,70.0,Finland,FIN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
251716,126068,Albn Vermes,M,23.0,190.0,80.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Breaststroke,
251717,126068,Albn Vermes,M,23.0,190.0,80.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Breaststroke,Silver
251720,126071,Jean-Pierre Vermetten,M,25.0,,,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
251723,126073,Esmee Vermeulen,F,20.0,180.0,64.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
251745,126086,Martin Verner,M,28.0,194.0,90.0,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Freestyle,
251746,126086,Martin Verner,M,32.0,194.0,90.0,Czech Republic,CZE,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,
251808,126109,George Edward Vernot,M,19.0,152.0,90.0,Canada,CAN,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 100 metres Freestyle,
251809,126109,George Edward Vernot,M,19.0,152.0,90.0,Canada,CAN,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 400 metres Freestyle,Bronze
251810,126109,George Edward Vernot,M,19.0,152.0,90.0,Canada,CAN,1920 Summer,1920,Summer,Antwerpen,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver
251811,126109,George Edward Vernot,M,23.0,152.0,90.0,Canada,CAN,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 400 metres Freestyle,
251812,126109,George Edward Vernot,M,23.0,152.0,90.0,Canada,CAN,1924 Summer,1924,Summer,Paris,Swimming,"Swimming Men's 1,500 metres Freestyle",
251824,126116,David Verraszt,M,23.0,180.0,78.0,Hungary,HUN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Individual Medley,
251825,126116,David Verraszt,M,23.0,180.0,78.0,Hungary,HUN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 400 metres Individual Medley,
251826,126116,David Verraszt,M,27.0,180.0,78.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,
251827,126117,Evelyn Verraszt,F,15.0,173.0,62.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Backstroke,
251828,126117,Evelyn Verraszt,F,19.0,173.0,62.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
251829,126117,Evelyn Verraszt,F,19.0,173.0,62.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Backstroke,
251830,126117,Evelyn Verraszt,F,19.0,173.0,62.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Individual Medley,
251831,126117,Evelyn Verraszt,F,23.0,173.0,62.0,Hungary,HUN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
251832,126117,Evelyn Verraszt,F,23.0,173.0,62.0,Hungary,HUN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
251833,126117,Evelyn Verraszt,F,23.0,173.0,62.0,Hungary,HUN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Individual Medley,
251834,126117,Evelyn Verraszt,F,23.0,173.0,62.0,Hungary,HUN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
251835,126117,Evelyn Verraszt,F,27.0,173.0,62.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,
251836,126117,Evelyn Verraszt,F,27.0,173.0,62.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
251837,126118,Gabriella Verraszt,F,14.0,178.0,60.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Backstroke,
251838,126118,Gabriella Verraszt,F,14.0,178.0,60.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Backstroke,
